2025-04-09 09:33:02.495; neo.spider.solution.E2E; 1744158782494; 134f3786-3c23-4d6e-a19b-eab5918c701c; http://localhost:9090/batch/logtodb/1/GET; user-8a4cb5ea; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/batch/logtodb/1/GET; ; ; ; ;  
2025-04-09 09:33:23.341; neo.spider.solution.E2E; 1744158803341; 07d2c6a3-31c5-404a-81b1-2c7fa5b4efa1; http://localhost:9090/item/GET; user-75fd94fd; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:23.341; neo.spider.solution.E2E; 1744158803341; 07d2c6a3-31c5-404a-81b1-2c7fa5b4efa1; http://localhost:9090/item/GET; user-75fd94fd; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:23.341; neo.spider.solution.E2E; 1744158803341; 07d2c6a3-31c5-404a-81b1-2c7fa5b4efa1; http://localhost:9090/item/GET; user-75fd94fd; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:23.367; neo.spider.solution.E2E; 1744158803367; 07d2c6a3-31c5-404a-81b1-2c7fa5b4efa1; http://localhost:9090/item/GET; user-75fd94fd; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 5; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:23.367; neo.spider.solution.E2E; 1744158803367; 07d2c6a3-31c5-404a-81b1-2c7fa5b4efa1; http://localhost:9090/item/GET; user-75fd94fd; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 26; ; ; ;  
2025-04-09 09:33:23.368; neo.spider.solution.E2E; 1744158803368; 07d2c6a3-31c5-404a-81b1-2c7fa5b4efa1; http://localhost:9090/item/GET; user-75fd94fd; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 27; ; ; ;  
2025-04-09 09:33:23.370; neo.spider.solution.E2E; 1744158803370; 07d2c6a3-31c5-404a-81b1-2c7fa5b4efa1; http://localhost:9090/item/GET; user-75fd94fd; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 29; ; ; ;  
2025-04-09 09:33:23.672; neo.spider.solution.E2E; 1744158803672; 131f1058-3d29-4dbe-ac91-e683177c9826; http://localhost:9090/item/GET; user-91211dea; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:23.673; neo.spider.solution.E2E; 1744158803673; 131f1058-3d29-4dbe-ac91-e683177c9826; http://localhost:9090/item/GET; user-91211dea; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:23.673; neo.spider.solution.E2E; 1744158803673; 131f1058-3d29-4dbe-ac91-e683177c9826; http://localhost:9090/item/GET; user-91211dea; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:23.678; neo.spider.solution.E2E; 1744158803678; 131f1058-3d29-4dbe-ac91-e683177c9826; http://localhost:9090/item/GET; user-91211dea; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 5; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:23.679; neo.spider.solution.E2E; 1744158803679; 131f1058-3d29-4dbe-ac91-e683177c9826; http://localhost:9090/item/GET; user-91211dea; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 6; ; ; ;  
2025-04-09 09:33:23.679; neo.spider.solution.E2E; 1744158803679; 131f1058-3d29-4dbe-ac91-e683177c9826; http://localhost:9090/item/GET; user-91211dea; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 6; ; ; ;  
2025-04-09 09:33:23.679; neo.spider.solution.E2E; 1744158803679; 131f1058-3d29-4dbe-ac91-e683177c9826; http://localhost:9090/item/GET; user-91211dea; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 7; ; ; ;  
2025-04-09 09:33:27.506; neo.spider.solution.E2E; 1744158807506; de3af1e7-c45a-4c44-a0fc-06a277d6f179; http://localhost:9090/item/GET; user-36f0f47a; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:27.507; neo.spider.solution.E2E; 1744158807507; de3af1e7-c45a-4c44-a0fc-06a277d6f179; http://localhost:9090/item/GET; user-36f0f47a; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:27.507; neo.spider.solution.E2E; 1744158807507; de3af1e7-c45a-4c44-a0fc-06a277d6f179; http://localhost:9090/item/GET; user-36f0f47a; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:27.516; neo.spider.solution.E2E; 1744158807516; de3af1e7-c45a-4c44-a0fc-06a277d6f179; http://localhost:9090/item/GET; user-36f0f47a; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 6; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:27.516; neo.spider.solution.E2E; 1744158807516; de3af1e7-c45a-4c44-a0fc-06a277d6f179; http://localhost:9090/item/GET; user-36f0f47a; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 9; ; ; ;  
2025-04-09 09:33:27.516; neo.spider.solution.E2E; 1744158807516; de3af1e7-c45a-4c44-a0fc-06a277d6f179; http://localhost:9090/item/GET; user-36f0f47a; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 9; ; ; ;  
2025-04-09 09:33:27.517; neo.spider.solution.E2E; 1744158807517; de3af1e7-c45a-4c44-a0fc-06a277d6f179; http://localhost:9090/item/GET; user-36f0f47a; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 11; ; ; ;  
2025-04-09 09:33:28.433; neo.spider.solution.E2E; 1744158808433; 466b1570-3909-408d-a568-cb507c854373; http://localhost:9090/item/GET; user-a457cb56; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:28.433; neo.spider.solution.E2E; 1744158808433; 466b1570-3909-408d-a568-cb507c854373; http://localhost:9090/item/GET; user-a457cb56; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:28.433; neo.spider.solution.E2E; 1744158808433; 466b1570-3909-408d-a568-cb507c854373; http://localhost:9090/item/GET; user-a457cb56; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:28.438; neo.spider.solution.E2E; 1744158808438; 466b1570-3909-408d-a568-cb507c854373; http://localhost:9090/item/GET; user-a457cb56; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 2; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:28.439; neo.spider.solution.E2E; 1744158808439; 466b1570-3909-408d-a568-cb507c854373; http://localhost:9090/item/GET; user-a457cb56; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 6; ; ; ;  
2025-04-09 09:33:28.439; neo.spider.solution.E2E; 1744158808439; 466b1570-3909-408d-a568-cb507c854373; http://localhost:9090/item/GET; user-a457cb56; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 6; ; ; ;  
2025-04-09 09:33:28.439; neo.spider.solution.E2E; 1744158808439; 466b1570-3909-408d-a568-cb507c854373; http://localhost:9090/item/GET; user-a457cb56; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 6; ; ; ;  
2025-04-09 09:33:28.764; neo.spider.solution.E2E; 1744158808764; 3de59fda-1a2a-4ef1-b2fb-c48642c9a7d2; http://localhost:9090/item/GET; user-d4fda264; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:28.764; neo.spider.solution.E2E; 1744158808764; 3de59fda-1a2a-4ef1-b2fb-c48642c9a7d2; http://localhost:9090/item/GET; user-d4fda264; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:28.764; neo.spider.solution.E2E; 1744158808764; 3de59fda-1a2a-4ef1-b2fb-c48642c9a7d2; http://localhost:9090/item/GET; user-d4fda264; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:28.769; neo.spider.solution.E2E; 1744158808769; 3de59fda-1a2a-4ef1-b2fb-c48642c9a7d2; http://localhost:9090/item/GET; user-d4fda264; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 4; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:28.769; neo.spider.solution.E2E; 1744158808769; 3de59fda-1a2a-4ef1-b2fb-c48642c9a7d2; http://localhost:9090/item/GET; user-d4fda264; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 5; ; ; ;  
2025-04-09 09:33:28.769; neo.spider.solution.E2E; 1744158808769; 3de59fda-1a2a-4ef1-b2fb-c48642c9a7d2; http://localhost:9090/item/GET; user-d4fda264; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 5; ; ; ;  
2025-04-09 09:33:28.770; neo.spider.solution.E2E; 1744158808770; 3de59fda-1a2a-4ef1-b2fb-c48642c9a7d2; http://localhost:9090/item/GET; user-d4fda264; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 6; ; ; ;  
2025-04-09 09:33:29.140; neo.spider.solution.E2E; 1744158809140; 6a433a52-e403-4322-a73d-67bd9b617142; http://localhost:9090/item/GET; user-84b9ee32; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:29.141; neo.spider.solution.E2E; 1744158809141; 6a433a52-e403-4322-a73d-67bd9b617142; http://localhost:9090/item/GET; user-84b9ee32; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:29.141; neo.spider.solution.E2E; 1744158809141; 6a433a52-e403-4322-a73d-67bd9b617142; http://localhost:9090/item/GET; user-84b9ee32; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:29.145; neo.spider.solution.E2E; 1744158809145; 6a433a52-e403-4322-a73d-67bd9b617142; http://localhost:9090/item/GET; user-84b9ee32; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 3; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:29.145; neo.spider.solution.E2E; 1744158809145; 6a433a52-e403-4322-a73d-67bd9b617142; http://localhost:9090/item/GET; user-84b9ee32; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 4; ; ; ;  
2025-04-09 09:33:29.145; neo.spider.solution.E2E; 1744158809145; 6a433a52-e403-4322-a73d-67bd9b617142; http://localhost:9090/item/GET; user-84b9ee32; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 4; ; ; ;  
2025-04-09 09:33:29.146; neo.spider.solution.E2E; 1744158809146; 6a433a52-e403-4322-a73d-67bd9b617142; http://localhost:9090/item/GET; user-84b9ee32; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 6; ; ; ;  
2025-04-09 09:33:29.428; neo.spider.solution.E2E; 1744158809428; dc2a3754-d016-45a9-b145-9aacce3d7393; http://localhost:9090/item/GET; user-0180da57; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:29.429; neo.spider.solution.E2E; 1744158809429; dc2a3754-d016-45a9-b145-9aacce3d7393; http://localhost:9090/item/GET; user-0180da57; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:29.429; neo.spider.solution.E2E; 1744158809429; dc2a3754-d016-45a9-b145-9aacce3d7393; http://localhost:9090/item/GET; user-0180da57; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:29.434; neo.spider.solution.E2E; 1744158809434; dc2a3754-d016-45a9-b145-9aacce3d7393; http://localhost:9090/item/GET; user-0180da57; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 4; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:29.434; neo.spider.solution.E2E; 1744158809434; dc2a3754-d016-45a9-b145-9aacce3d7393; http://localhost:9090/item/GET; user-0180da57; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 5; ; ; ;  
2025-04-09 09:33:29.434; neo.spider.solution.E2E; 1744158809434; dc2a3754-d016-45a9-b145-9aacce3d7393; http://localhost:9090/item/GET; user-0180da57; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 5; ; ; ;  
2025-04-09 09:33:29.435; neo.spider.solution.E2E; 1744158809435; dc2a3754-d016-45a9-b145-9aacce3d7393; http://localhost:9090/item/GET; user-0180da57; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 7; ; ; ;  
2025-04-09 09:33:29.808; neo.spider.solution.E2E; 1744158809808; fa0a31d2-bbe8-4e00-b9e7-83c79c3cdf1b; http://localhost:9090/item/GET; user-3aa8c949; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:29.809; neo.spider.solution.E2E; 1744158809809; fa0a31d2-bbe8-4e00-b9e7-83c79c3cdf1b; http://localhost:9090/item/GET; user-3aa8c949; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:29.809; neo.spider.solution.E2E; 1744158809809; fa0a31d2-bbe8-4e00-b9e7-83c79c3cdf1b; http://localhost:9090/item/GET; user-3aa8c949; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:29.814; neo.spider.solution.E2E; 1744158809814; fa0a31d2-bbe8-4e00-b9e7-83c79c3cdf1b; http://localhost:9090/item/GET; user-3aa8c949; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 4; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:29.814; neo.spider.solution.E2E; 1744158809814; fa0a31d2-bbe8-4e00-b9e7-83c79c3cdf1b; http://localhost:9090/item/GET; user-3aa8c949; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 5; ; ; ;  
2025-04-09 09:33:29.814; neo.spider.solution.E2E; 1744158809814; fa0a31d2-bbe8-4e00-b9e7-83c79c3cdf1b; http://localhost:9090/item/GET; user-3aa8c949; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 5; ; ; ;  
2025-04-09 09:33:29.815; neo.spider.solution.E2E; 1744158809815; fa0a31d2-bbe8-4e00-b9e7-83c79c3cdf1b; http://localhost:9090/item/GET; user-3aa8c949; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 7; ; ; ;  
2025-04-09 09:33:30.127; neo.spider.solution.E2E; 1744158810127; c05b473a-33dc-423c-a31f-9917698f938b; http://localhost:9090/item/GET; user-e17034ce; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:30.128; neo.spider.solution.E2E; 1744158810128; c05b473a-33dc-423c-a31f-9917698f938b; http://localhost:9090/item/GET; user-e17034ce; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:30.128; neo.spider.solution.E2E; 1744158810128; c05b473a-33dc-423c-a31f-9917698f938b; http://localhost:9090/item/GET; user-e17034ce; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:30.132; neo.spider.solution.E2E; 1744158810132; c05b473a-33dc-423c-a31f-9917698f938b; http://localhost:9090/item/GET; user-e17034ce; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 4; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:30.132; neo.spider.solution.E2E; 1744158810132; c05b473a-33dc-423c-a31f-9917698f938b; http://localhost:9090/item/GET; user-e17034ce; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 4; ; ; ;  
2025-04-09 09:33:30.132; neo.spider.solution.E2E; 1744158810132; c05b473a-33dc-423c-a31f-9917698f938b; http://localhost:9090/item/GET; user-e17034ce; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 4; ; ; ;  
2025-04-09 09:33:30.132; neo.spider.solution.E2E; 1744158810132; c05b473a-33dc-423c-a31f-9917698f938b; http://localhost:9090/item/GET; user-e17034ce; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 5; ; ; ;  
2025-04-09 09:33:30.490; neo.spider.solution.E2E; 1744158810490; 6cbf3de2-b5be-4ff6-8597-a91776fbbd83; http://localhost:9090/item/GET; user-0a2b27b8; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:30.492; neo.spider.solution.E2E; 1744158810492; 6cbf3de2-b5be-4ff6-8597-a91776fbbd83; http://localhost:9090/item/GET; user-0a2b27b8; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:30.492; neo.spider.solution.E2E; 1744158810492; 6cbf3de2-b5be-4ff6-8597-a91776fbbd83; http://localhost:9090/item/GET; user-0a2b27b8; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:30.495; neo.spider.solution.E2E; 1744158810495; 6cbf3de2-b5be-4ff6-8597-a91776fbbd83; http://localhost:9090/item/GET; user-0a2b27b8; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 3; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:30.496; neo.spider.solution.E2E; 1744158810496; 6cbf3de2-b5be-4ff6-8597-a91776fbbd83; http://localhost:9090/item/GET; user-0a2b27b8; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 4; ; ; ;  
2025-04-09 09:33:30.496; neo.spider.solution.E2E; 1744158810496; 6cbf3de2-b5be-4ff6-8597-a91776fbbd83; http://localhost:9090/item/GET; user-0a2b27b8; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 4; ; ; ;  
2025-04-09 09:33:30.496; neo.spider.solution.E2E; 1744158810496; 6cbf3de2-b5be-4ff6-8597-a91776fbbd83; http://localhost:9090/item/GET; user-0a2b27b8; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 6; ; ; ;  
2025-04-09 09:33:31.079; neo.spider.solution.E2E; 1744158811079; 2b22303d-0a8a-493d-825f-e09a453d47f9; http://localhost:9090/item/GET; user-d07618b2; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:31.080; neo.spider.solution.E2E; 1744158811080; 2b22303d-0a8a-493d-825f-e09a453d47f9; http://localhost:9090/item/GET; user-d07618b2; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:31.080; neo.spider.solution.E2E; 1744158811080; 2b22303d-0a8a-493d-825f-e09a453d47f9; http://localhost:9090/item/GET; user-d07618b2; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:31.089; neo.spider.solution.E2E; 1744158811089; 2b22303d-0a8a-493d-825f-e09a453d47f9; http://localhost:9090/item/GET; user-d07618b2; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 4; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:31.089; neo.spider.solution.E2E; 1744158811089; 2b22303d-0a8a-493d-825f-e09a453d47f9; http://localhost:9090/item/GET; user-d07618b2; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 9; ; ; ;  
2025-04-09 09:33:31.089; neo.spider.solution.E2E; 1744158811089; 2b22303d-0a8a-493d-825f-e09a453d47f9; http://localhost:9090/item/GET; user-d07618b2; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 9; ; ; ;  
2025-04-09 09:33:31.090; neo.spider.solution.E2E; 1744158811090; 2b22303d-0a8a-493d-825f-e09a453d47f9; http://localhost:9090/item/GET; user-d07618b2; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 11; ; ; ;  
2025-04-09 09:33:31.671; neo.spider.solution.E2E; 1744158811670; f072dfce-c8ed-4cba-9e6e-4313d3d0fffe; http://localhost:9090/item/GET; user-c5bd74b3; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:31.672; neo.spider.solution.E2E; 1744158811671; f072dfce-c8ed-4cba-9e6e-4313d3d0fffe; http://localhost:9090/item/GET; user-c5bd74b3; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
2025-04-09 09:33:31.672; neo.spider.solution.E2E; 1744158811672; f072dfce-c8ed-4cba-9e6e-4313d3d0fffe; http://localhost:9090/item/GET; user-c5bd74b3; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; TestService.getItemById; ; ; ; ;  
2025-04-09 09:33:31.678; neo.spider.solution.E2E; 1744158811678; f072dfce-c8ed-4cba-9e6e-4313d3d0fffe; http://localhost:9090/item/GET; user-c5bd74b3; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestService.getItemById; 3; ; ; DataBase Access Delayed!!!!; SELECT * FROM item WHERE id = ? 
2025-04-09 09:33:31.678; neo.spider.solution.E2E; 1744158811678; f072dfce-c8ed-4cba-9e6e-4313d3d0fffe; http://localhost:9090/item/GET; user-c5bd74b3; 0:0:0:0:0:0:0:1; Desktop; TestService.getItemById; TestController.getItem; 6; ; ; ;  
2025-04-09 09:33:31.678; neo.spider.solution.E2E; 1744158811678; f072dfce-c8ed-4cba-9e6e-4313d3d0fffe; http://localhost:9090/item/GET; user-c5bd74b3; 0:0:0:0:0:0:0:1; Desktop; TestController.getItem; http://localhost:9090/item/GET; 7; ; ; ;  
2025-04-09 09:33:31.679; neo.spider.solution.E2E; 1744158811679; f072dfce-c8ed-4cba-9e6e-4313d3d0fffe; http://localhost:9090/item/GET; user-c5bd74b3; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; USER; 9; ; ; ;  
2025-04-09 09:33:32.077; neo.spider.solution.E2E; 1744158812077; a9b0a823-3c61-4752-91d7-a361e185f10e; http://localhost:9090/item/GET; user-e6d9f2a2; 0:0:0:0:0:0:0:1; Desktop; USER; http://localhost:9090/item/GET; ; ; ; ;  
2025-04-09 09:33:32.078; neo.spider.solution.E2E; 1744158812078; a9b0a823-3c61-4752-91d7-a361e185f10e; http://localhost:9090/item/GET; user-e6d9f2a2; 0:0:0:0:0:0:0:1; Desktop; http://localhost:9090/item/GET; TestController.getItem; ; ; ; ;  
